TIMESTEP,Year,Month,State,V_HW_Tmax_F,original,,V_HW_Precipitation_inch
3/1/2025,2025,Mar,Tennessee,68.52,5.24,0,5.24
3/1/2025,2025,Mar,New Hampshire,45.15,3.56,-1.507383023,2.05
3/1/2025,2025,Mar,Florida,85.33,4.35,0,4.35
3/1/2025,2025,Mar,Indiana,67.11,3.97,-1.478054356,2.49
3/1/2025,2025,Mar,Idaho,61.06,2.68,-1.094930677,1.59
3/1/2025,2025,Mar,South Carolina,74.92,4.67,-1.814417494,2.86
3/1/2025,2025,Mar,South Dakota,59.22,1.7,-1.334197699,0.37
3/1/2025,2025,Mar,California,85.27,4.09,0,4.09
3/1/2025,2025,Mar,New York,58.66,3.35,-1.177106099,2.17
3/1/2025,2025,Mar,Wisconsin,50.37,2.04,0,2.04
3/1/2025,2025,Mar,Maine,51.69,3.67,-1.365409241,2.3
3/1/2025,2025,Mar,Colorado,68.7,1.57,0,1.57
4/1/2025,2025,Apr,Utah,82.87,1.64,0.632522852,2.27
4/1/2025,2025,Apr,Minnesota,80.9,2.78,1.611734087,4.39
4/1/2025,2025,Apr,Ohio,70.58,4.31,-1.277318979,3.03
4/1/2025,2025,Apr,Arkansas,83.64,5.65,0,5.65
4/1/2025,2025,Apr,Oregon,75.52,3.28,-2.124200068,1.16
4/1/2025,2025,Apr,Texas,98.84,2.48,0,2.48
4/1/2025,2025,Apr,North Dakota,70.09,2.29,1.303599854,3.59
4/1/2025,2025,Apr,Pennsylvania,70.05,4.1,0,4.1
4/1/2025,2025,Apr,Connecticut,62.98,4.51,0,4.51
4/1/2025,2025,Apr,Vermont,64.87,4.14,-1.426016463,2.71
4/1/2025,2025,Apr,Nebraska,75.43,2.94,1.474480896,4.41
4/1/2025,2025,Apr,Nevada,92.23,1.24,0.57776999,1.82
4/1/2025,2025,Apr,Washington,67.55,3.22,2.555837471,5.78
4/1/2025,2025,Apr,Illinois,75.22,4.52,-1.503040962,3.02
4/1/2025,2025,Apr,Oklahoma,86.8,3.73,1.697151286,5.43
4/1/2025,2025,Apr,District of Columbia,68.43,3.74,0,3.74
4/1/2025,2025,Apr,Delaware,71.47,4.27,-1.581583976,2.69
4/1/2025,2025,Apr,New Mexico,87.74,0.48,0.860242829,1.34
4/1/2025,2025,Apr,West Virginia,78.48,4.07,-1.346319937,2.72
4/1/2025,2025,Apr,Missouri,76.38,4.63,0,4.63
4/1/2025,2025,Apr,Rhode Island,63.97,4.28,1.753651829,6.03
4/1/2025,2025,Apr,Georgia,89.92,3.58,1.734505994,5.31
4/1/2025,2025,Apr,Montana,71.99,1.96,0.836228518,2.8
4/1/2025,2025,Apr,Michigan,64.98,3.46,0,3.46
4/1/2025,2025,Apr,Virginia,78.38,3.8,-1.422970034,2.38
4/1/2025,2025,Apr,North Carolina,84.46,3.86,1.658813749,5.52
4/1/2025,2025,Apr,Wyoming,65.99,1.91,0.67124255,2.58
4/1/2025,2025,Apr,Kansas,84.28,3.33,1.62301073,4.95
4/1/2025,2025,Apr,New Jersey,70.66,4.32,1.574216376,5.89
4/1/2025,2025,Apr,Maryland,69.12,3.8,0,3.8
4/1/2025,2025,Apr,Alabama,84.97,4.92,0,4.92
4/1/2025,2025,Apr,Arizona,94.81,0.41,0.826791784,1.24
4/1/2025,2025,Apr,Iowa,71.13,4.4,0,4.4
4/1/2025,2025,Apr,Massachusetts,66.87,4.14,-1.600615098,2.54
4/1/2025,2025,Apr,Kentucky,77.66,5.3,1.586495717,6.89
4/1/2025,2025,Apr,Louisiana,88.48,5.27,2.276327511,7.55
4/1/2025,2025,Apr,Mississippi,86.4,5.22,0,5.22
4/1/2025,2025,Apr,Tennessee,75.3,4.98,-1.713352436,3.27
4/1/2025,2025,Apr,New Hampshire,60.67,4,0,4
4/1/2025,2025,Apr,Florida,92.94,3.25,-2.59240158,0.66
4/1/2025,2025,Apr,Indiana,74.49,4.58,-1.478054356,3.1
4/1/2025,2025,Apr,Idaho,73.47,2.07,-1.094930677,0.98
4/1/2025,2025,Apr,South Carolina,85.29,3.83,0,3.83
4/1/2025,2025,Apr,South Dakota,71.47,2.55,0,2.55
4/1/2025,2025,Apr,California,91.16,1.63,0,1.63
4/1/2025,2025,Apr,New York,66.63,3.6,0,3.6
4/1/2025,2025,Apr,Wisconsin,71.17,3.24,0,3.24
4/1/2025,2025,Apr,Maine,58.09,4.12,-1.365409241,2.75
4/1/2025,2025,Apr,Colorado,74.69,1.84,0,1.84
5/1/2025,2025,May,Utah,94.31,1.2,0,1.2
5/1/2025,2025,May,Minnesota,85.61,4.17,0,4.17
5/1/2025,2025,May,Ohio,77.46,4.52,-1.277318979,3.24
5/1/2025,2025,May,Arkansas,91.27,5.53,0,5.53
5/1/2025,2025,May,Oregon,83.84,3.01,2.124200068,5.13
5/1/2025,2025,May,Texas,104.2,4.65,0,4.65
5/1/2025,2025,May,North Dakota,78,3.47,1.303599854,4.77
5/1/2025,2025,May,Pennsylvania,82.38,4.47,0,4.47
5/1/2025,2025,May,Connecticut,71.65,4.26,0,4.26
5/1/2025,2025,May,Vermont,78.99,4.28,-1.426016463,2.85
5/1/2025,2025,May,Nebraska,80.1,4.41,1.474480896,5.88
5/1/2025,2025,May,Nevada,94.23,1.37,0,1.37
5/1/2025,2025,May,Washington,77.74,2.55,0,2.55
5/1/2025,2025,May,Illinois,81.34,4.85,1.503040962,6.35
5/1/2025,2025,May,Oklahoma,91.59,4.93,0,4.93
5/1/2025,2025,May,District of Columbia,81.36,4.26,0,4.26
5/1/2025,2025,May,Delaware,74.35,4.33,1.581583976,5.91
5/1/2025,2025,May,New Mexico,91.35,0.76,0,0.76
5/1/2025,2025,May,West Virginia,81.7,4.99,1.346319937,6.34
5/1/2025,2025,May,Missouri,90.15,5.66,-1.703103189,3.96
5/1/2025,2025,May,Rhode Island,74.2,3.87,-1.753651829,2.12
5/1/2025,2025,May,Georgia,98.5,3.41,-1.734505994,1.68
5/1/2025,2025,May,Montana,81.7,3.14,0,3.14
5/1/2025,2025,May,Michigan,82.81,3.54,-1.143502682,2.4
5/1/2025,2025,May,Virginia,88.56,4.44,1.422970034,5.86
5/1/2025,2025,May,North Carolina,96.15,4.03,-1.658813749,2.37
5/1/2025,2025,May,Wyoming,75.24,2.93,-0.67124255,2.26
5/1/2025,2025,May,Kansas,84.79,4.9,0,4.9
5/1/2025,2025,May,New Jersey,76.39,3.94,-1.574216376,2.37
5/1/2025,2025,May,Maryland,77.54,4.62,1.446535456,6.07
5/1/2025,2025,May,Alabama,94.8,4.13,0,4.13
5/1/2025,2025,May,Arizona,98.6,0.87,0,0.87
5/1/2025,2025,May,Iowa,84.9,5.28,0,5.28
5/1/2025,2025,May,Massachusetts,80.68,3.92,-1.600615098,2.32
5/1/2025,2025,May,Kentucky,83.75,5.88,1.586495717,7.47
5/1/2025,2025,May,Louisiana,94.67,4.8,-2.276327511,2.52
5/1/2025,2025,May,Mississippi,92.38,4.55,2.041266881,6.59
5/1/2025,2025,May,Tennessee,86.51,5.53,1.713352436,7.24
5/1/2025,2025,May,New Hampshire,71.81,4.27,-1.507383023,2.76
5/1/2025,2025,May,Florida,93.33,3.45,-2.59240158,0.86
5/1/2025,2025,May,Indiana,77.71,5.17,1.478054356,6.65
5/1/2025,2025,May,Idaho,81.09,2.5,0,2.5
5/1/2025,2025,May,South Carolina,90.66,3.9,0,3.9
5/1/2025,2025,May,South Dakota,78.13,3.94,-1.334197699,2.61
5/1/2025,2025,May,California,102.9,1.79,-2.131408253,0.9
5/1/2025,2025,May,New York,80.18,3.65,-1.177106099,2.47
5/1/2025,2025,May,Wisconsin,82.94,3.83,0,3.83
5/1/2025,2025,May,Maine,71.6,4.11,0,4.11
5/1/2025,2025,May,Colorado,82.85,2.24,0.696928566,2.94
6/1/2025,2025,Jun,Utah,103.43,1.04,0,1.04
6/1/2025,2025,Jun,Minnesota,101.96,4.99,1.611734087,6.6
6/1/2025,2025,Jun,Ohio,92.43,4.63,0,4.63
6/1/2025,2025,Jun,Arkansas,100.08,4.28,-1.958623226,2.32
6/1/2025,2025,Jun,Oregon,90.36,1.95,2.124200068,4.07
6/1/2025,2025,Jun,Texas,108.15,4.44,1.374614157,5.81
6/1/2025,2025,Jun,North Dakota,84.96,4.11,1.303599854,5.41
6/1/2025,2025,Jun,Pennsylvania,90.57,4.5,-1.278268482,3.22
6/1/2025,2025,Jun,Connecticut,84.55,4.8,1.749992199,6.55
6/1/2025,2025,Jun,Vermont,83.2,4.38,1.426016463,5.81
6/1/2025,2025,Jun,Nebraska,98.48,4.18,0,4.18
6/1/2025,2025,Jun,Nevada,108.72,0.82,-0.57776999,0.24
6/1/2025,2025,Jun,Washington,92.55,1.88,-2.555837471,0.94
6/1/2025,2025,Jun,Illinois,89.93,4.47,1.503040962,5.97
6/1/2025,2025,Jun,Oklahoma,95.25,4.3,0,4.3
6/1/2025,2025,Jun,District of Columbia,81.85,4.05,0,4.05
6/1/2025,2025,Jun,Delaware,85.35,4.42,-1.581583976,2.84
6/1/2025,2025,Jun,New Mexico,104.7,1.42,0.860242829,2.28
6/1/2025,2025,Jun,West Virginia,90.14,4.7,0,4.7
6/1/2025,2025,Jun,Missouri,98.25,4.95,-1.703103189,3.25
6/1/2025,2025,Jun,Rhode Island,81.15,4.76,-1.753651829,3.01
6/1/2025,2025,Jun,Georgia,104.17,5.17,-1.734505994,3.44
6/1/2025,2025,Jun,Montana,88.35,2.94,-0.836228518,2.1
6/1/2025,2025,Jun,Michigan,87.41,3.91,0,3.91
6/1/2025,2025,Jun,Virginia,90.96,4.59,0,4.59
6/1/2025,2025,Jun,North Carolina,100.57,5.26,0,5.26
6/1/2025,2025,Jun,Wyoming,92.29,1.86,0.67124255,2.53
6/1/2025,2025,Jun,Kansas,102.42,4.59,-1.62301073,2.97
6/1/2025,2025,Jun,New Jersey,91.78,4.13,0,4.13
6/1/2025,2025,Jun,Maryland,85.81,4.41,-1.446535456,2.96
6/1/2025,2025,Jun,Alabama,97.81,4.85,1.913030304,6.76
6/1/2025,2025,Jun,Arizona,108.15,0.84,0.826791784,1.67
6/1/2025,2025,Jun,Iowa,92.98,5.51,1.963361456,7.47
6/1/2025,2025,Jun,Massachusetts,83.07,4.53,1.600615098,6.13
6/1/2025,2025,Jun,Kentucky,94.45,5.18,0,5.18
6/1/2025,2025,Jun,Louisiana,101.61,5.88,0,5.88
6/1/2025,2025,Jun,Mississippi,97.4,4.81,0,4.81
6/1/2025,2025,Jun,Tennessee,91.99,4.71,0,4.71
6/1/2025,2025,Jun,New Hampshire,85.36,4.3,1.507383023,5.81
6/1/2025,2025,Jun,Florida,99.34,7.85,0,7.85
6/1/2025,2025,Jun,Indiana,91.26,5,-1.478054356,3.52
6/1/2025,2025,Jun,Idaho,88.68,2.24,0,2.24
6/1/2025,2025,Jun,South Carolina,94.6,4.99,1.814417494,6.8
6/1/2025,2025,Jun,South Dakota,89.23,4.23,1.334197699,5.56
6/1/2025,2025,Jun,California,113.73,0.5,0,0.5
6/1/2025,2025,Jun,New York,87.48,4.19,0,4.19
6/1/2025,2025,Jun,Wisconsin,83.16,4.52,0,4.52
6/1/2025,2025,Jun,Maine,78.58,4.09,-1.365409241,2.72
6/1/2025,2025,Jun,Colorado,93.95,1.85,0.696928566,2.55
7/1/2025,2025,Jul,Utah,107.38,1.5,0.632522852,2.13
7/1/2025,2025,Jul,Minnesota,105.81,4.8,-1.611734087,3.19
7/1/2025,2025,Jul,Ohio,88.98,4.93,1.277318979,6.21
7/1/2025,2025,Jul,Arkansas,101.85,4.25,1.958623226,6.21
7/1/2025,2025,Jul,Oregon,100.4,1.27,2.124200068,3.39
7/1/2025,2025,Jul,Texas,111.53,3.28,-1.374614157,1.91
7/1/2025,2025,Jul,North Dakota,98.31,3.94,1.303599854,5.24
7/1/2025,2025,Jul,Pennsylvania,91.11,4.45,-1.278268482,3.17
7/1/2025,2025,Jul,Connecticut,89.4,4.32,-1.749992199,2.57
7/1/2025,2025,Jul,Vermont,88.06,5.04,1.426016463,6.47
7/1/2025,2025,Jul,Nebraska,102.62,3.38,1.474480896,4.85
7/1/2025,2025,Jul,Nevada,113.22,0.66,0,0.66
7/1/2025,2025,Jul,Washington,96.38,1.16,-2.555837471,0.58
7/1/2025,2025,Jul,Illinois,98.09,4.53,-1.503040962,3.03
7/1/2025,2025,Jul,Oklahoma,101.37,3.23,0,3.23
7/1/2025,2025,Jul,District of Columbia,95.32,4.49,-1.564456752,2.93
7/1/2025,2025,Jul,Delaware,95.15,4.83,1.581583976,6.41
7/1/2025,2025,Jul,New Mexico,98.98,2.67,0,2.67
7/1/2025,2025,Jul,West Virginia,89.77,5.31,1.346319937,6.66
7/1/2025,2025,Jul,Missouri,95.1,4.27,-1.703103189,2.57
7/1/2025,2025,Jul,Rhode Island,91.09,3.82,1.753651829,5.57
7/1/2025,2025,Jul,Georgia,98.46,5.08,-1.734505994,3.35
7/1/2025,2025,Jul,Montana,96.46,2.15,-0.836228518,1.31
7/1/2025,2025,Jul,Michigan,95.3,3.98,0,3.98
7/1/2025,2025,Jul,Virginia,91.89,4.8,-1.422970034,3.38
7/1/2025,2025,Jul,North Carolina,104.72,5.83,-1.658813749,4.17
7/1/2025,2025,Jul,Wyoming,95.5,1.81,0,1.81
7/1/2025,2025,Jul,Kansas,105.64,4.2,0,4.2
7/1/2025,2025,Jul,New Jersey,87.8,4.25,0,4.25
7/1/2025,2025,Jul,Maryland,97.9,4.65,-1.446535456,3.2
7/1/2025,2025,Jul,Alabama,99.3,5.39,1.913030304,7.3
7/1/2025,2025,Jul,Arizona,117.63,1.65,0,1.65
7/1/2025,2025,Jul,Iowa,95.62,5.56,-1.963361456,3.6
7/1/2025,2025,Jul,Massachusetts,93.89,4.05,0,4.05
7/1/2025,2025,Jul,Kentucky,94.94,5.24,0,5.24
7/1/2025,2025,Jul,Louisiana,97.58,5.71,-2.276327511,3.43
7/1/2025,2025,Jul,Mississippi,97.99,5.13,-2.041266881,3.09
7/1/2025,2025,Jul,Tennessee,96.86,4.7,0,4.7
7/1/2025,2025,Jul,New Hampshire,91.53,4.25,-1.507383023,2.74
7/1/2025,2025,Jul,Florida,98.99,7.59,0,7.59
7/1/2025,2025,Jul,Indiana,97.54,5.25,-1.478054356,3.77
7/1/2025,2025,Jul,Idaho,99.89,1.05,-1.094930677,0.53
7/1/2025,2025,Jul,South Carolina,94.7,5.87,1.814417494,7.68
7/1/2025,2025,Jul,South Dakota,94.24,3.65,-1.334197699,2.32
7/1/2025,2025,Jul,California,116.45,0.21,2.131408253,2.34
7/1/2025,2025,Jul,New York,89.29,4.14,-1.177106099,2.96
7/1/2025,2025,Jul,Wisconsin,88.89,4.87,1.577388262,6.45
7/1/2025,2025,Jul,Maine,88.33,3.93,1.365409241,5.3
7/1/2025,2025,Jul,Colorado,104.16,2.11,0.696928566,2.81
8/1/2025,2025,Aug,Utah,102.2,1.18,0.632522852,1.81
8/1/2025,2025,Aug,Minnesota,99.95,4.06,0,4.06
8/1/2025,2025,Aug,Ohio,94.16,4.48,0,4.48
8/1/2025,2025,Aug,Arkansas,101.29,3.3,1.958623226,5.26
8/1/2025,2025,Aug,Oregon,103.34,1.67,0,1.67
8/1/2025,2025,Aug,Texas,105.95,3.39,-1.374614157,2.02
8/1/2025,2025,Aug,North Dakota,90.46,2.78,1.303599854,4.08
8/1/2025,2025,Aug,Pennsylvania,87.87,4.09,0,4.09
8/1/2025,2025,Aug,Connecticut,88.32,4.48,-1.749992199,2.73
8/1/2025,2025,Aug,Vermont,83.66,5.24,-1.426016463,3.81
8/1/2025,2025,Aug,Nebraska,99.32,3.41,-1.474480896,1.94
8/1/2025,2025,Aug,Nevada,113.59,0.9,0.57776999,1.48
8/1/2025,2025,Aug,Washington,96.47,1.68,-2.555837471,0.84
8/1/2025,2025,Aug,Illinois,94.53,4.11,1.503040962,5.61
8/1/2025,2025,Aug,Oklahoma,104.19,2.67,1.697151286,4.37
8/1/2025,2025,Aug,District of Columbia,85.31,4.14,-1.564456752,2.58
8/1/2025,2025,Aug,Delaware,89.4,5.1,-1.581583976,3.52
8/1/2025,2025,Aug,New Mexico,100.73,2.96,0.860242829,3.82
8/1/2025,2025,Aug,West Virginia,94.16,4.32,0,4.32
8/1/2025,2025,Aug,Missouri,101.44,4.28,1.703103189,5.98
8/1/2025,2025,Aug,Rhode Island,87.19,4.42,1.753651829,6.17
8/1/2025,2025,Aug,Georgia,101.35,4.91,1.734505994,6.64
8/1/2025,2025,Aug,Montana,95.35,1.88,-0.836228518,1.04
8/1/2025,2025,Aug,Michigan,96.18,4.19,1.143502682,5.33
8/1/2025,2025,Aug,Virginia,95.14,4.05,0,4.05
8/1/2025,2025,Aug,North Carolina,104.06,5.14,0,5.14
8/1/2025,2025,Aug,Wyoming,97.81,1.5,-0.67124255,0.83
8/1/2025,2025,Aug,Kansas,99.63,3.64,0,3.64
8/1/2025,2025,Aug,New Jersey,89.23,4.49,0,4.49
8/1/2025,2025,Aug,Maryland,93.43,4.33,1.446535456,5.78
8/1/2025,2025,Aug,Alabama,102.17,4.48,1.913030304,6.39
8/1/2025,2025,Aug,Arizona,110.5,2.48,-0.826791784,1.65
8/1/2025,2025,Aug,Iowa,93.74,5.37,-1.963361456,3.41
8/1/2025,2025,Aug,Massachusetts,86.66,4.38,1.600615098,5.98
8/1/2025,2025,Aug,Kentucky,93.85,4.38,0,4.38
8/1/2025,2025,Aug,Louisiana,101.93,5.1,0,5.1
8/1/2025,2025,Aug,Mississippi,96.69,4.19,-2.041266881,2.15
8/1/2025,2025,Aug,Tennessee,95.77,3.6,0,3.6
8/1/2025,2025,Aug,New Hampshire,89.81,4.25,-1.507383023,2.74
8/1/2025,2025,Aug,Florida,95.46,7.6,-2.59240158,5.01
8/1/2025,2025,Aug,Indiana,90.61,4.5,-1.478054356,3.02
8/1/2025,2025,Aug,Idaho,96.83,1.19,1.094930677,2.28
8/1/2025,2025,Aug,South Carolina,99.3,5.49,0,5.49
8/1/2025,2025,Aug,South Dakota,97.47,3.09,0,3.09
8/1/2025,2025,Aug,California,118.4,0.65,2.131408253,2.78
8/1/2025,2025,Aug,New York,89.23,4.15,1.177106099,5.33
8/1/2025,2025,Aug,Wisconsin,94.45,5.06,1.577388262,6.64
8/1/2025,2025,Aug,Maine,83.31,4.14,0,4.14
8/1/2025,2025,Aug,Colorado,102.44,2.33,-0.696928566,1.63
9/1/2025,2025,Sep,Utah,101.77,1.75,-0.632522852,1.12
9/1/2025,2025,Sep,Minnesota,92.14,3.85,1.611734087,5.46
9/1/2025,2025,Sep,Ohio,83.97,3.65,-1.277318979,2.37
9/1/2025,2025,Sep,Arkansas,92.29,4.38,0,4.38
9/1/2025,2025,Sep,Oregon,89.22,1.5,0,1.5
9/1/2025,2025,Sep,Texas,105.63,3.99,1.374614157,5.36
9/1/2025,2025,Sep,North Dakota,85.61,2.4,-1.303599854,1.1
9/1/2025,2025,Sep,Pennsylvania,87.92,4.43,1.278268482,5.71
9/1/2025,2025,Sep,Connecticut,77.75,4.98,1.749992199,6.73
9/1/2025,2025,Sep,Vermont,77.22,4.57,-1.426016463,3.14
9/1/2025,2025,Sep,Nebraska,95.01,2.59,1.474480896,4.06
9/1/2025,2025,Sep,Nevada,102.23,1.16,0,1.16
9/1/2025,2025,Sep,Washington,83.05,1.99,2.555837471,4.55
9/1/2025,2025,Sep,Illinois,84.5,3.25,0,3.25
9/1/2025,2025,Sep,Oklahoma,92.87,3.33,0,3.33
9/1/2025,2025,Sep,District of Columbia,82.88,4.1,-1.564456752,2.54
9/1/2025,2025,Sep,Delaware,81.51,4.81,1.581583976,6.39
9/1/2025,2025,Sep,New Mexico,98.83,1.97,-0.860242829,1.11
9/1/2025,2025,Sep,West Virginia,82.64,3.8,1.346319937,5.15
9/1/2025,2025,Sep,Missouri,90.21,4.1,-1.703103189,2.4
9/1/2025,2025,Sep,Rhode Island,79.37,4.06,0,4.06
9/1/2025,2025,Sep,Georgia,94.19,4.55,-1.734505994,2.82
9/1/2025,2025,Sep,Montana,90.54,1.68,0,1.68
9/1/2025,2025,Sep,Michigan,78.73,4.4,-1.143502682,3.26
9/1/2025,2025,Sep,Virginia,85.6,4.46,0,4.46
9/1/2025,2025,Sep,North Carolina,97.52,5.79,0,5.79
9/1/2025,2025,Sep,Wyoming,84.45,1.79,0.67124255,2.46
9/1/2025,2025,Sep,Kansas,92.51,2.96,-1.62301073,1.34
9/1/2025,2025,Sep,New Jersey,84.41,4.58,0,4.58
9/1/2025,2025,Sep,Maryland,82.81,4.27,-1.446535456,2.82
9/1/2025,2025,Sep,Alabama,98.63,4.23,-1.913030304,2.32
9/1/2025,2025,Sep,Arizona,106.95,1.7,0,1.7
9/1/2025,2025,Sep,Iowa,87.5,3.87,0,3.87
9/1/2025,2025,Sep,Massachusetts,75.55,4.33,0,4.33
9/1/2025,2025,Sep,Kentucky,85.34,4.45,0,4.45
9/1/2025,2025,Sep,Louisiana,95.78,4.96,0,4.96
9/1/2025,2025,Sep,Mississippi,93.18,4,0,4
9/1/2025,2025,Sep,Tennessee,92.4,4.34,1.713352436,6.05
9/1/2025,2025,Sep,New Hampshire,82.22,4.12,0,4.12
9/1/2025,2025,Sep,Florida,96.72,7.25,-2.59240158,4.66
9/1/2025,2025,Sep,Indiana,88.51,3.79,1.478054356,5.27
9/1/2025,2025,Sep,Idaho,85.28,1.53,0,1.53
9/1/2025,2025,Sep,South Carolina,87.9,4.78,0,4.78
9/1/2025,2025,Sep,South Dakota,90.11,2,-1.334197699,0.67
9/1/2025,2025,Sep,California,109.96,1.05,0,1.05
9/1/2025,2025,Sep,New York,87.11,4.2,0,4.2
9/1/2025,2025,Sep,Wisconsin,80.07,4.09,1.577388262,5.67
9/1/2025,2025,Sep,Maine,72.9,4.01,1.365409241,5.38
9/1/2025,2025,Sep,Colorado,87.61,1.43,0,1.43
10/1/2025,2025,Oct,Utah,79.36,1.28,0,1.28
10/1/2025,2025,Oct,Minnesota,73.57,2.9,-1.611734087,1.29
10/1/2025,2025,Oct,Ohio,72.24,3.51,0,3.51
10/1/2025,2025,Oct,Arkansas,78.22,5.19,-1.958623226,3.23
10/1/2025,2025,Oct,Oregon,79.56,3.51,0,3.51
10/1/2025,2025,Oct,Texas,92.9,3.36,1.374614157,4.73
10/1/2025,2025,Oct,North Dakota,67.17,1.99,-1.303599854,0.69
10/1/2025,2025,Oct,Pennsylvania,69.51,4.08,-1.278268482,2.8
10/1/2025,2025,Oct,Connecticut,68.37,5.06,0,5.06
10/1/2025,2025,Oct,Vermont,66.86,5.04,-1.426016463,3.61
10/1/2025,2025,Oct,Nebraska,76.04,2.39,0,2.39
10/1/2025,2025,Oct,Nevada,89.95,1.1,-0.57776999,0.52
10/1/2025,2025,Oct,Washington,69.22,4.46,2.555837471,7.02
10/1/2025,2025,Oct,Illinois,72.07,4.03,-1.503040962,2.53
10/1/2025,2025,Oct,Oklahoma,83.75,3.64,0,3.64
10/1/2025,2025,Oct,District of Columbia,68.74,4.05,-1.564456752,2.49
10/1/2025,2025,Oct,Delaware,74.55,4.64,0,4.64
10/1/2025,2025,Oct,New Mexico,82.32,1.25,0,1.25
10/1/2025,2025,Oct,West Virginia,77.74,4.05,-1.346319937,2.7
10/1/2025,2025,Oct,Missouri,80.27,4.07,1.703103189,5.77
10/1/2025,2025,Oct,Rhode Island,62.93,4.39,1.753651829,6.14
10/1/2025,2025,Oct,Georgia,91.99,3.1,-1.734505994,1.37
10/1/2025,2025,Oct,Montana,66.76,2.01,0.836228518,2.85
10/1/2025,2025,Oct,Michigan,70.22,4.23,0,4.23
10/1/2025,2025,Oct,Virginia,75.82,3.74,1.422970034,5.16
10/1/2025,2025,Oct,North Carolina,81.03,3.89,0,3.89
10/1/2025,2025,Oct,Wyoming,74.28,1.57,-0.67124255,0.9
10/1/2025,2025,Oct,Kansas,79,2.56,0,2.56
10/1/2025,2025,Oct,New Jersey,67.56,4.43,1.574216376,6
10/1/2025,2025,Oct,Maryland,75.4,4.02,-1.446535456,2.57
10/1/2025,2025,Oct,Alabama,87.55,3.45,1.913030304,5.36
10/1/2025,2025,Oct,Arizona,96.41,0.98,0,0.98
10/1/2025,2025,Oct,Iowa,75.98,3.45,-1.963361456,1.49
10/1/2025,2025,Oct,Massachusetts,68.46,4.77,-1.600615098,3.17
10/1/2025,2025,Oct,Kentucky,80.27,4.19,-1.586495717,2.6
10/1/2025,2025,Oct,Louisiana,90.06,4.83,0,4.83
10/1/2025,2025,Oct,Mississippi,87.16,4.05,-2.041266881,2.01
10/1/2025,2025,Oct,Tennessee,76.3,3.52,-1.713352436,1.81
10/1/2025,2025,Oct,New Hampshire,68.65,4.5,1.507383023,6.01
10/1/2025,2025,Oct,Florida,91.71,3.35,-2.59240158,0.76
10/1/2025,2025,Oct,Indiana,75.39,3.88,-1.478054356,2.4
10/1/2025,2025,Oct,Idaho,68.39,1.81,0,1.81
10/1/2025,2025,Oct,South Carolina,80,4.16,-1.814417494,2.35
10/1/2025,2025,Oct,South Dakota,76.18,1.77,1.334197699,3.1
10/1/2025,2025,Oct,California,93.35,1.79,2.131408253,3.92
10/1/2025,2025,Oct,New York,67.53,4.05,1.177106099,5.23
10/1/2025,2025,Oct,Wisconsin,61.8,3.13,0,3.13
10/1/2025,2025,Oct,Maine,63.76,4.6,1.365409241,5.97
10/1/2025,2025,Oct,Colorado,78.54,1.84,-0.696928566,1.14
11/1/2025,2025,Nov,Utah,64.54,1.51,-0.632522852,0.88
11/1/2025,2025,Nov,Minnesota,53.26,1.78,0,1.78
11/1/2025,2025,Nov,Ohio,63.8,3.29,1.277318979,4.57
11/1/2025,2025,Nov,Arkansas,75.71,5.29,1.958623226,7.25
11/1/2025,2025,Nov,Oregon,60.37,6.3,2.124200068,8.42
11/1/2025,2025,Nov,Texas,85.28,2.89,-1.374614157,1.52
11/1/2025,2025,Nov,North Dakota,50.99,1.06,1.303599854,2.36
11/1/2025,2025,Nov,Pennsylvania,63.91,3.7,1.278268482,4.98
11/1/2025,2025,Nov,Connecticut,58.51,4.54,1.749992199,6.29
11/1/2025,2025,Nov,Vermont,46.25,4.35,0,4.35
11/1/2025,2025,Nov,Nebraska,57.14,1.47,0,1.47
11/1/2025,2025,Nov,Nevada,80.21,1.13,0,1.13
11/1/2025,2025,Nov,Washington,60.36,7.58,-2.555837471,5.02
11/1/2025,2025,Nov,Illinois,64.44,3.33,0,3.33
11/1/2025,2025,Nov,Oklahoma,75.41,2.42,-1.697151286,0.72
11/1/2025,2025,Nov,District of Columbia,60.86,3.33,0,3.33
11/1/2025,2025,Nov,Delaware,61.71,3.83,-1.581583976,2.25
11/1/2025,2025,Nov,New Mexico,74.77,1.01,-0.860242829,0.15
11/1/2025,2025,Nov,West Virginia,62.89,3.78,0,3.78
11/1/2025,2025,Nov,Missouri,69.69,3.84,1.703103189,5.54
11/1/2025,2025,Nov,Rhode Island,56.4,4.44,0,4.44
11/1/2025,2025,Nov,Georgia,80.4,3.49,-1.734505994,1.76
11/1/2025,2025,Nov,Montana,57.08,1.86,0,1.86
11/1/2025,2025,Nov,Michigan,55.84,3.35,0,3.35
11/1/2025,2025,Nov,Virginia,71.84,3.59,-1.422970034,2.17
11/1/2025,2025,Nov,North Carolina,74.89,3.74,1.658813749,5.4
11/1/2025,2025,Nov,Wyoming,62.51,1.65,0,1.65
11/1/2025,2025,Nov,Kansas,67.22,1.79,0,1.79
11/1/2025,2025,Nov,New Jersey,63.81,3.4,-1.574216376,1.83
11/1/2025,2025,Nov,Maryland,63.38,3.36,1.446535456,4.81
11/1/2025,2025,Nov,Alabama,73.73,4.83,0,4.83
11/1/2025,2025,Nov,Arizona,80.71,1.19,0.826791784,2.02
